CODE;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
AVO014;noord van Nigtevecht;NL11;;;M1a;130271;477161;;;lijnvormig;;AVO-WGP;;Watergebiedsplannen;;FYCHEM;;Lichte klei;64;6540-EAG-1;
AVO015;groeneweg;NL11;;;M1a;131281.905;479734.1533;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Bebouwing;6540;6540-EAG-3;
AVO016;a.kuyperlaan achter bej.huis;NL11;;;M1a;131386;479669;;;lijnvormig;;Overig-fychem;;Onderzoek;;FYCHEM;;Bebouwing;64;6540-EAG-3;
AVO017;Schoolpad;NL11;;;M1a;131435;479133;;;lijnvormig;;ROUTPEBS-WGP;;Watergebiedsplannen;;FYCHEM;;Lichte klei;6540;6540-EAG-3;
AVO018;PEBS;NL11;;;M1a;131408.7619;479468.2225;;;lijnvormig;;ROUTPEBS-WGP;;Watergebiedsplannen;;FYCHEM;;Bebouwing;64;6540-EAG-3;
AVO019;prinses irenelaan;NL11;;;M1a;131065;479772;;;lijnvormig;;ROUTPEBS-WGP;;Watergebiedsplannen;;FYCHEM;;Bebouwing;6540;6540-EAG-3;
AVO020;Chirurgijnsweg;NL11;;;M1a;131252;478759;;;lijnvormig;;WEESP-WGP;;Watergebiedsplannen;;FYCHEM;;Lichte klei;64;6540-EAG-3;
AVO021;sloot langsprov weg bij Solvay;NL11;;;M1a;130630;479451;;;lijnvormig;;AVO-WGP_WEESP-WGP;;Watergebiedsplannen;;FYCHEM;;Bebouwing;6540;6540-EAG-3;
AVO022;sloot tussen Lakenkopersweg en Drapeniersstraat;NL11;;;M1a;131149;479070;;;lijnvormig;;AVO-WGP_WEESP-WGP;;Watergebiedsplannen;;FYCHEM;;Lichte klei;64;6540-EAG-3;
AVO023;;NL11;;;M1a;132532.4522;478656.0241;;;lijnvormig;;VASTGEMA;;VMgemalen;;FYCHEM;;Lichte klei;6540;6540-EAG-1;
AVO100;mp macrofauna;NL11;;;M1a;133180;478340;;;lijnvormig;;VASTECOMACEV;;;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO101;mp macrofauna;NL11;;;M1a;130491.6404;476766.5075;;;lijnvormig;;VASTECOMACEV;;;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO102;mp macrofauna;NL11;;;M1a;131448.1696;478035.8887;;;lijnvormig;;VASTECOMACEV;;;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO103;mp macrofauna;NL11;;;M1a;132321.2646;478289.19;;;lijnvormig;;MACFTGBD_VASTECOMACEV_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO104;mp macrofauna;NL11;;;M1a;130242;478773;;;lijnvormig;;MACFTGBD_VASTECOMACEV_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO105;mp vegetatie;NL11;;;M1a;132796.9308;478480.9633;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO106;mp vegetatie;NL11;;;M1a;132528;478180;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO107;mp vegetatie;NL11;;;M1a;132394.9579;478041.0896;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO108;mp vegetatie;NL11;;;M1a;132698.6879;478130.9946;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO109;mp vegetatie;NL11;;;M1a;132985;478294;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO110;mp vegetatie;NL11;;;M1a;132807.8887;478630.2171;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO111;mp vegetatie;NL11;;;M1a;132513.4285;478638.6191;;;lijnvormig;20210309SV: Tussen hoek van watergang en dammetje is slechts 70 meter, maar opname mag van hoek tot over dammetje genomen worden. Of verlegd worden naar westkant van dammetje. Afwijking is dan iets meer dan 50 meter;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTOZ_MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;Evaluatie_KRW_Onderzoek;Onderzoek;FYCHEM_HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO112;mp vegetatie;NL11;;;M1a;132111.6189;478354.3019;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO113;mp vegetatie;NL11;;;M1a;131960.905;479071.4359;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO114;mp vegetatie;NL11;;;M1a;131848.1034;478862.7059;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO115;mp vegetatie;NL11;;;M1a;132101.4841;478855.8731;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO116;mp vegetatie;NL11;;;M1a;132070.3572;478727.5237;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO117;mp vegetatie;NL11;;;M1a;132231.9525;478767.9759;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO118;mp vegetatie;NL11;;;M1a;133363.7144;478619.5953;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO119;mp vegetatie;NL11;;;M1a;133411;478444;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO120;mp vegetatie;NL11;;;M1a;133836.1509;478724.1106;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO121;mp vegetatie;NL11;;;M1a;133753.8328;478618.5472;;;lijnvormig;Niet bereikbaar door: Hek, stier, hond;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO122;mp vegetatie;NL11;;;M1a;133435.4841;478155.5634;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO123;mp vegetatie;NL11;;;M1a;133116.0241;478254.6187;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO124;mp vegetatie;NL11;;;M1a;131020;477525;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO125;mp vegetatie;NL11;;;M1a;133066.5081;478023.4997;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO126;mp vegetatie;NL11;;;M1a;132891;478011;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO127;mp vegetatie;NL11;;;M1a;132697;477924;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO128;mp vegetatie;NL11;;;M1a;133110.0956;477759.3331;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO129;mp vegetatie;NL11;;;M1a;132951.6265;477565.8887;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO130;mp vegetatie;NL11;;;M1a;132355.4125;477609.2537;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO131;mp vegetatie;NL11;;;M1a;132410.0872;477748.2062;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO132;mp vegetatie;NL11;;;M1a;132045.1666;477981.1113;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO133;mp vegetatie;NL11;;;M1a;131724.7697;478101.5003;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO134;mp vegetatie;NL11;;;M1a;131651.0078;477894.6747;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO135;mp vegetatie;NL11;;;M1a;131245.1984;478602.825;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO136;mp vegetatie;NL11;;;M1a;131514;478687;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO137;mp vegetatie;NL11;;;M1a;130281;477773;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Veen;6540;6540-EAG-2;
AVO138;mp vegetatie;NL11;;;M1a;130214.7456;478045.6584;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Zware klei;64;6540-EAG-1;
AVO139;mp vegetatie;NL11;;;M1a;130136.9946;477833.6085;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Veen;6540;6540-EAG-1;
AVO140;mp vegetatie;NL11;;;M1a;130535;477872;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Veen;64;6540-EAG-2;
AVO141;mp vegetatie;NL11;;;M1a;130306.7168;478726.2537;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO142;mp vegetatie;NL11;;;M1a;130416.5658;478871.7246;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO143;mp vegetatie;NL11;;;M1a;130223.2141;478465.7643;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO144;mp vegetatie;NL11;;;M1a;130886.5715;478753.444;;;lijnvormig;Van te voren contact opnemen(week en de betreffende dag) met de heer Nico Hopman, 0613818258.  Hij wil weten wanneer en waarom zijn land wordt bezocht. Als hij zomaar iemand in zijn land ziet zonder dat hij dit weet is het voor hem onacceptabel.;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO145;mp vegetatie;NL11;;;M1a;130699.0635;478783.619;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO146;mp vegetatie;NL11;;;M1a;130772.5236;478131.8731;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_FYTPTOZ_MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;Evaluatie_KRW_Onderzoek;Onderzoek;FYCHEM_HYBI;HYBI;Veen;64;6540-EAG-2;
AVO147;mp vegetatie;NL11;;;M1a;130717.0794;478386.7459;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Veen;6540;6540-EAG-1;
AVO148;mp vegetatie;NL11;;;M1a;130872.3334;478685.6821;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO149;mp vegetatie;NL11;;;M1a;131210;478313;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO150;mp vegetatie;NL11;;;M1a;131364.3806;478003.2541;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO151;mp vegetatie;NL11;;;M1a;131293;477686;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO152;mp vegetatie;NL11;;;M1a;131257.762;477500.4602;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO153;mp vegetatie;NL11;;;M1a;130731.3969;478533.3489;;;lijnvormig;Niet bereikbaar door: Hek, stier, hond;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Veen;6540;6540-EAG-1;
AVO154;mp vegetatie;NL11;;;M1a;130647;479297;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO155;mp vegetatie;NL11;;;M1a;130377.718;477472.3367;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO156;mp vegetatie;NL11;;;M1a;130441.1888;477271.4125;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO157;mp vegetatie;NL11;;;M1a;130684.4359;477057.6518;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO158;mp vegetatie;NL11;;;M1a;130294;477114;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO159;mp vegetatie;NL11;;;M1a;130571.8599;476805.3969;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO160;mp vegetatie;NL11;;;M1a;130389.2898;476674.0078;;;lijnvormig;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;Evaluatie_KRW_Onderzoek;Onderzoek;FYCHEM_HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO161;mp vegetatie;NL11;;;M1a;130923.3969;476878.2315;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO162;mp vegetatie;NL11;;;M1a;131384.8599;477424.3055;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO163;mp vegetatie;NL11;;;M1a;131688.0583;478619.5935;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO164;mp vegetatie;NL11;;;M1a;131489.1576;478502.4943;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO165;mp vegetatie;NL11;;;M1a;131365.5701;478239.9435;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO166;mp vegetatie;NL11;;;M1a;131676.2898;478229.8911;;;lijnvormig;weigering _agressieve eigenaar_ handhaving in 2015?;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO167;mp vegetatie;NL11;;;M1a;132017.6927;477488.7919;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO168;mp vegetatie;NL11;;;M1a;131808;477692;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO169;mp vegetatie;NL11;;;M1a;131565;477145;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;6540;6540-EAG-1;
AVO170;mp vegetatie;NL11;;;M1a;130794.2724;477338.3385;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Lichte klei;64;6540-EAG-1;
AVO171;mp vegetatie;NL11;;;M1a;130577;477602;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO172;mp vegetatie;NL11;;;M7b;130561;478067;;;lijnvormig;;MACFTOVERIG;;Onderzoek;;HYBI;;Veen;64;6540-EAG-2;
AVO173;mp vegetatie;NL11;;;M1a;131064;477753;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO174;mp vegetatie;NL11;;;M1a;132070.1858;478936.38;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO175;mp vegetatie;NL11;;;M1a;132253.3644;478816.7294;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO176;mp vegetatie;NL11;;;M1a;133335.4708;478250.7829;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO177;mp vegetatie;NL11;;;M1a;133246;478088;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO178;mp vegetatie;NL11;;;M1a;132982.7781;477558.8731;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO179;mp vegetatie;NL11;;;M1a;130337;477839;;;lijnvormig;;MACFTGBD_MACFTOZ_VASTECOMACFT;MACFTOZ;KRW_Onderzoek;Onderzoek;HYBI;HYBI;Veen;6540;6540-EAG-2;
AVO180;mp vegetatie;NL11;;;M1a;130626.4817;477151.926;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO181;mp vegetatie;NL11;;;M1a;130660.0596;477490.2761;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO182;mp vegetatie;NL11;;;M1a;133769;478555;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO183;mp vegetatie;NL11;;;M1a;133700.4522;478610.1269;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO184;mp vegetatie;NL11;;;M1a;133684.7059;478525.6187;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO185;mp vegetatie;NL11;;;M1a;133472;478465;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO186;mp vegetatie;NL11;;;M1a;132546.2622;478066.19;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO187;mp vegetatie;NL11;;;M1a;132259.2381;478065.8731;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO188;mp vegetatie;NL11;;;M1a;132135.9837;477922.095;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO189;mp vegetatie;NL11;;;M1a;132189;477911;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO190;mp vegetatie;NL11;;;M1a;132388.3969;477699.2778;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO191;mp vegetatie;NL11;;;M1a;132513.5875;478119.0631;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO192;mp vegetatie;NL11;;;M1a;132334;478076;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO193;mp vegetatie;NL11;;;M1a;131936.4125;477854.5472;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO194;mp vegetatie;NL11;;;M1a;132317.5641;477777.6975;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO195;mp vegetatie;NL11;;;M1a;132516;477865;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO196;mp vegetatie;NL11;;;M1a;132471;477770;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO197;mp vegetatie;NL11;;;M1a;132554.3734;477729.9122;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO198;mp vegetatie;NL11;;;M1a;132507;478001;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO199;mp vegetatie;NL11;;;M1a;132788;477842;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO200;mp vegetatie;NL11;;;M1a;132828.3253;477784.0475;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO201;mp vegetatie;NL11;;;M1a;132614.6272;477961.46;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO202;mp vegetatie;NL11;;;M1a;133009;478324;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO203;mp vegetatie;NL11;;;M1a;133115;478347;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO204;mp vegetatie;NL11;;;M1a;132839.5641;478315.7534;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO205;mp vegetatie;NL11;;;M1a;132741.7228;478243.7216;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO206;mp vegetatie;NL11;;;M1a;132800.537;478365.2977;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO207;mp vegetatie;NL11;;;M1a;132451.7667;478286.4979;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO208;mp vegetatie;NL11;;;M1a;132430.2724;478228.3794;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO209;mp vegetatie;NL11;;;M1a;132518.356;478231.4456;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO210;mp vegetatie;NL11;;;M1a;132726;478402;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO211;mp vegetatie;NL11;;;M1a;131974.4883;478035.1227;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO212;mp vegetatie;NL11;;;M1a;132025;478010;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO213;mp vegetatie;NL11;;;M1a;132197.5183;478127.6453;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO214;mp vegetatie;NL11;;;M1a;132241;477890;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO215;mp vegetatie;NL11;;;M1a;131881.2279;478172.3216;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;6540;6540-EAG-1;
AVO216;mp vegetatie;NL11;;;M1a;131625.7829;478032.7775;;;lijnvormig;;MACFTGBD_VASTECOMACFT;;KRW;;HYBI;;Lichte klei;64;6540-EAG-1;
AVO217;mp vegetatie;NL11;;;M1a;131951.2699;478214.5237;;;lijnvormig;;;;;;;;Lichte klei;6540;6540-EAG-1;
AVO218;mp vegetatie;NL11;;;M1a;132073;478373;;;lijnvormig;;;;;;;;Lichte klei;64;6540-EAG-1;
AVO219;mp vegetatie;NL11;;;M1a;132126.778;478473.6187;;;lijnvormig;;;;;;;;Lichte klei;6540;6540-EAG-1;
