"locatie";"XCOORD";"YCOORD";"EAGIDENT";"trend_beschr";"pvalue";"slope"
"192";"SPP005";121445.8419;485242.3644;"2030-EAG-1";"Ptot neemt af in de tijd op meetlocatie SPP005.";0.0185695063321317;-0.134529943622797
"193";"TDO001";120884;491558;"6110-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie TDO001.";0.190677974821637;0.0685678794820078
"194";"UHP003";116467;472146;"2140-EAG-3";"Ptot neemt af in de tijd op meetlocatie UHP003.";0.0113135336613905;-0.135064891175443
"195";"UHP007";114736.8575;471178.2082;"2140-EAG-4";"Ptot neemt af in de tijd op meetlocatie UHP007.";2.30819486072299e-07;-0.264269283642496
"196";"VGD001";125224;483458;"2280-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie VGD001.";0.667889997510654;0.0219381010734393
"197";"VGD021";122892;481559;"2200-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie VGD021.";0.916037747514;-0.00536859596199092
"198";"VGD027";122378;480517;"2270-EAG-1";"Ptot neemt af in de tijd op meetlocatie VGD027.";2.41857131335112e-06;-0.258706478324858
"199";"VGD029";122067.7192;482846.3216;"2350-EAG-1";"Ptot neemt af in de tijd op meetlocatie VGD029.";0.000485704149616827;-0.176613610414878
"200";"VGD032";123239;480562;"2290-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie VGD032.";0.114392830927627;0.0805906118866449
"201";"VOP009";118963.0956;485116.16;"1060-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie VOP009.";0.747833716745252;0.018216315156694
"202";"WGM002";126090;485401;"6400-EAG-2";"Ptot blijft gelijk in de tijd op meetlocatie WGM002.";0.743978672110113;-0.0178483685044958
"203";"WGM006";123591;483795;"6400-EAG-1";"Ptot blijft gelijk in de tijd op meetlocatie WGM006.";0.284315142435723;-0.0546776892986216
"204";"WGM007";125238.81;484424.2062;"6400-EAG-1";"Ptot neemt toe in de tijd op meetlocatie WGM007.";0.0178283875198966;0.136536807136605
"205";"WOB004";112022;470068;"2610-EAG-1";"Ptot neemt af in de tijd op meetlocatie WOB004.";0.0304107474248247;-0.12417774252366
"206";"WVO002";122936;465822;"2502-EAG-1";"Ptot neemt af in de tijd op meetlocatie WVO002.";4.67428223705653e-05;-0.236731833677385
"207";"WVO035";119445.3609;463875.3962;"2512-EAG-1";"Ptot neemt af in de tijd op meetlocatie WVO035.";0.0263004900962771;-0.126845302151201
"208";"WVO036";117877.1804;466003.0379;"2511-EAG-1";"Ptot neemt af in de tijd op meetlocatie WVO036.";0.000173122464494514;-0.21543818970878
"209";"WVO037";123705.3867;464592.5712;"2510-EAG-1";"Ptot neemt af in de tijd op meetlocatie WVO037.";0.0256348693822421;-0.161401763523607
"210";"ZBM001";134742;481652;"4130-EAG-1";"Ptot neemt af in de tijd op meetlocatie ZBM001.";3.30428815958295e-07;-0.261173856152886
"211";"ZLP001";110726;470153;"2150-EAG-3";"Ptot neemt af in de tijd op meetlocatie ZLP001.";2.03536908368162e-27;-0.550643110431691
