"locatie";"XCOORD";"YCOORD";"EAGIDENT";"trend_beschr";"pvalue";"slope"
"185";"SBP055";132688;476023;"3200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SBP055.";0.0668855176323941;-0.151852934650177
"186";"SBP057";132688;476023;"3200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SBP057.";0.11976418198206;0.132196979879412
"187";"SBP059";132688;476023;"3200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SBP059.";0.156561134979668;0.128680160767268
"188";"SBP060";132688;476023;"3200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SBP060.";0.000687149758283889;0.311212870623611
"189";"SBP062";132688;476023;"3200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SBP062.";2.11199988086666e-08;0.449934639690664
"190";"SPP005";121445.8419;485242.3644;"2030-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie SPP005.";0.190750853942744;-0.0819556283536109
"191";"TDO001";120884;491558;"6110-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie TDO001.";4.49262933034097e-05;-0.231801824247325
"192";"UHP003";116467;472146;"2140-EAG-3";"CHLFa blijft gelijk in de tijd op meetlocatie UHP003.";0.483495269075447;0.0365283257848671
"193";"UHP007";114736.8575;471178.2082;"2140-EAG-4";"CHLFa blijft gelijk in de tijd op meetlocatie UHP007.";0.0060859432713921;0.151557649163878
"194";"VDH001";119191.3073;488664.8833;"8110-EAG-1";NA;NA;NA
"195";"VGD001";125224;483458;"2280-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VGD001.";0.0141030565110354;-0.135216677057143
"196";"VGD021";122892;481559;"2200-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VGD021.";0.231798678353581;-0.0660501438480693
"197";"VGD027";122378;480517;"2270-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VGD027.";0.445675023635749;-0.0458345463930337
"198";"VGD029";122067.7192;482846.3216;"2350-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VGD029.";0.804969556331633;-0.0135522874348372
"199";"VGD032";123239;480562;"2290-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VGD032.";0.0478163677460254;-0.109535295959964
"200";"VOP009";118963.0956;485116.16;"1060-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie VOP009.";2.67467448997277e-09;-0.372369558338379
"201";"WGM002";126090;485401;"6400-EAG-2";"CHLFa blijft gelijk in de tijd op meetlocatie WGM002.";0.0978961898755603;-0.0988946388405327
"202";"WGM006";123591;483795;"6400-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WGM006.";0.285232806106521;-0.0587725526473936
"203";"WGM007";125238.81;484424.2062;"6400-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WGM007.";0.265412406490934;-0.0706753429740685
"204";"WOB004";112022;470068;"2610-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WOB004.";0.670860706541814;-0.0268122405396952
"205";"WVO002";122936;465822;"2502-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WVO002.";0.146817789267316;0.0921532017016175
"206";"WVO035";119445.3609;463875.3962;"2512-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WVO035.";0.0425885050694639;0.128365025664859
"207";"WVO036";117877.1804;466003.0379;"2511-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WVO036.";0.352065944139666;0.0589874230398967
"208";"WVO037";123705.3867;464592.5712;"2510-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie WVO037.";0.23036268199344;0.0919995569906746
"209";"ZBM001";134742;481652;"4130-EAG-1";"CHLFa blijft gelijk in de tijd op meetlocatie ZBM001.";0.180644249989866;-0.075116908023481
"210";"ZLP001";110726;470153;"2150-EAG-3";"CHLFa blijft gelijk in de tijd op meetlocatie ZLP001.";0.0626583608303261;0.0971373490709263
