OBJECTID;GAFIDENT;OSMOMSCH;DGVIDENT;JAARCREA;OPPERVL;OMTREK;DGVTYPE;OPP_EZ_M2;OPP_OW_M2;OPP_TOT_M2;IWS_MEMO;SHAPE_AREA;SHAPE_LEN
3354;3100-EAG-2;Naardermeer;3100-DGV-6;0;804945;0;1010;0;804945;804945;;0.00000000000;0.00000000000
3355;3100-EAG-1;Naardermeer;3100-DGV-3;0;176399;0;1010;0;176399;176399;;0.00000000000;0.00000000000
3351;3100-EAG-5;Naardermeer;3100-DGV-15;0;292457;0;1010;0;292457;292457;;0.00000000000;0.00000000000
3356;4210-EAG-3;Hollandsch Ankeveensche Plas;4210-DGV-7;0;669595;0;1010;0;669595;669595;;0.00000000000;0.00000000000
3357;4210-EAG-2;Hollandsch Ankeveensche Plas;4210-DGV-4;0;140042;0;1010;0;140042;140042;;0.00000000000;0.00000000000
3359;3201-EAG-2;Stichtsch Ankeveensche Plas;3201-DGV-7;0;222962;0;1010;0;222962;222962;;0.00000000000;0.00000000000
3360;3201-EAG-1;Stichtsch Ankeveensche Plas;3201-DGV-3;0;847798;0;1010;0;847798;847798;;0.00000000000;0.00000000000
3361;3230-EAG-1;Kortenhoefse Plas;3230-DGV-4;0;190415;0;1010;0;190415;190415;;0.00000000000;0.00000000000
3366;3360-EAG-14;Molenpolder;3360-DGV-10;0;96991;0;1010;0;96991;96991;;0.00000000000;0.00000000000
3364;3360-EAG-4;Wilgenplas;3360-DGV-18;0;282007;0;1010;0;282007;282007;;0.00000000000;0.00000000000
3363;3230-EAG-3;Kortenhoefse Plas;3230-DGV-12;0;814144;0;1010;0;814144;814144;;0.00000000000;0.00000000000
3362;3230-EAG-5;Kortenhoefse Plas;3230-DGV-16;0;169326;0;1010;0;169326;169326;;0.00000000000;0.00000000000
3365;3360-EAG-10;Molenpolder;3360-DGV-2;0;294684;0;1010;0;294684;294684;;0.00000000000;0.00000000000
3367;3360-EAG-16;Molenpolder;3360-DGV-13;0;373359;0;1010;0;373359;373359;;0.00000000000;0.00000000000
3371;3300-EAG-4;Kievitsbuurt;3300-DGV-13;0;789210;0;1010;0;789210;789210;;0.00000000000;0.00000000000
3368;3300-EAG-6;Tienhovense Plas;3300-DGV-18;0;185436;0;1010;0;185436;185436;;0.00000000000;0.00000000000
3369;3300-EAG-7;Tienhovense Plas;3300-DGV-20;0;209912;0;1010;0;209912;209912;;0.00000000000;0.00000000000
3374;3300-EAG-2;Loosdrechtse Plas;3300-DGV-26;0;233928;0;1010;0;233928;233928;;0.00000000000;0.00000000000
3376;3320-EAG-1;Terra Nova;3320-DGV-5;0;79130;0;1010;0;79130;79130;;0.00000000000;0.00000000000
3380;2550-EAG-1;Botshol;2550-DGV-2;0;701809;0;1010;0;701809;701809;;0.00000000000;0.00000000000
3381;3320-EAG-2;Terra Nova;3320-DGV-8;0;589151;0;1010;0;589151;589151;;0.00000000000;0.00000000000
3379;2550-EAG-2;Botshol;2550-DGV-4;0;77727;0;1010;0;77727;77727;;0.00000000000;0.00000000000
3391;2140-EAG-3;;2140-DGV-6;0;6521;0;1009;6521;0;6521;;0.00000000000;0.00000000000
3385;4210-EAG-3;Hollandsch Ankeveensche Plas;4210-DGV-5;0;19727;0;1009;19727;0;19727;;0.00000000000;0.00000000000
3389;2600-EAG-9;Vaarten Zevenhoven;2600-DGV-11;0;14719;0;1009;14719;0;14719;;0.00000000000;0.00000000000
3386;4210-EAG-5;Hollandsch Ankeveensche Plas;4210-DGV-8;0;12519;0;1009;12519;0;12519;;0.00000000000;0.00000000000
3388;3300-EAG-5;Stille Plas;3300-DGV-14;0;48378;0;1009;48378;0;48378;;0.00000000000;0.00000000000
3383;3360-EAG-4;Wilgenplas;3360-DGV-17;0;80492;0;1009;80492;0;80492;;0.00000000000;0.00000000000
3387;3360-EAG-13;Molenpolder;3360-DGV-22;0;111578;0;1010;0;111578;111578;;0.00000000000;0.00000000000
3390;;"Noorder IJ-plas; Zuidplas, buiten AGV-gebied";9999-DGV-2;0;1665;0;1009;1665;0;1665;;0.00000000000;0.00000000000
3384;4210-EAG-2;Hollandsch Ankeveensche Plas;4210-DGV-2;0;17597;0;1009;17597;0;17597;;0.00000000000;0.00000000000
3394;3320-EAG-1;Terra Nova;3320-DGV-1;0;8394;0;1009;8394;0;8394;;0.00000000000;0.00000000000
3392;3320-EAG-4;Loenderveense Plas;3320-DGV-9;0;13850;0;1009;13850;0;13850;;0.00000000000;0.00000000000
3393;3320-EAG-2;Terra Nova;3320-DGV-6;0;23978;0;1009;23978;0;23978;;0.00000000000;0.00000000000
3397;3360-EAG-10;Molenpolder;3360-DGV-1;0;30879;0;1009;30879;0;30879;;0.00000000000;0.00000000000
3396;3360-EAG-14;Molenpolder;3360-DGV-8;0;13107;0;1009;13107;0;13107;;0.00000000000;0.00000000000
3395;3360-EAG-13;Molenpolder;3360-DGV-7;0;19868;0;1009;19868;0;19868;;0.00000000000;0.00000000000
3398;3300-EAG-8;Vuntus;3300-DGV-21;0;41700;0;1009;41700;0;41700;;0.00000000000;0.00000000000
3400;3300-EAG-2;Loosdrechtse Plas;3300-DGV-9;0;4410;0;1009;4410;0;4410;;0.00000000000;0.00000000000
3403;3300-EAG-6;Tienhovense Plas;3300-DGV-17;0;25066;0;1009;25066;0;25066;;0.00000000000;0.00000000000
3399;3300-EAG-1;Loosdrechtse Plas;3300-DGV-1;0;140853;0;1009;140853;0;140853;;0.00000000000;0.00000000000
3404;3300-EAG-7;Tienhovense Plas;3300-DGV-19;0;36728;0;1009;36728;0;36728;;0.00000000000;0.00000000000
3401;3300-EAG-3;Kievitsbuurt;3300-DGV-10;0;130050;0;1009;130050;0;130050;;0.00000000000;0.00000000000
3411;3201-EAG-2;Stichtsch Ankeveensche Plas;3201-DGV-4;0;24284;0;1009;24284;0;24284;;0.00000000000;0.00000000000
3410;3230-EAG-5;Kortenhoefse Plas;3230-DGV-13;0;20019;0;1009;20019;0;20019;;0.00000000000;0.00000000000
3313;3320-EAG-3;;3320-DGV-12;0;59071;0;1013;6815;52256;59071;;0.00000000000;0.00000000000
3331;2600-EAG-9;Vaarten Zevenhoven;2600-DGV-10;0;12383;0;1011;9649;2734;12383;;0.00000000000;0.00000000000
3358;4210-EAG-5;Hollandsch Ankeveensche Plas;4210-DGV-10;0;82493;0;1010;0;82493;82493;;0.00000000000;0.00000000000
3402;3300-EAG-4;Kievitsbuurt;3300-DGV-12;0;87149;0;1009;87149;0;87149;;0.00000000000;0.00000000000
3378;3360-EAG-17;Molenpolder Tienhoven;3360-DGV-23;0;401468;0;1010;0;401468;401468;;0.00000000000;0.00000000000
3198;2500-EAG-6;Tussenboezem Vinkeveen b;2500-DGV-12;0;527797;0;1007;176434;351363;527797;;0.00000000000;0.00000000000
3189;2120-EAG-1;Vaarten Westeramstel;2120-DGV-4;0;48482;0;1007;15760;32722;48482;;0.00000000000;0.00000000000
3214;2550-EAG-4;;2550-DGV-5;0;134878;0;1007;39945;94933;134878;;0.00000000000;0.00000000000
3207;4000-EAG-3;'s Gravelandse Vaartboezem;4000-DGV-4;0;78037;0;1007;21524;56513;78037;;0.00000000000;0.00000000000
3190;2130-EAG-1;Vaarten Westeramstel;2130-DGV-5;0;40946;0;1007;9950;30996;40946;;0.00000000000;0.00000000000
3199;2501-EAG-1;Ronde Venen;2501-DGV-2;0;84570;0;1007;31816;52754;84570;;0.00000000000;0.00000000000
3204;2600-EAG-1;Vaarten Zevenhoven;2600-DGV-2;0;67745;0;1007;22220;45525;67745;;0.00000000000;0.00000000000
3202;2510-EAG-3;Ronde Venen;2510-DGV-4;0;175707;0;1007;27094;148613;175707;;0.00000000000;0.00000000000
3209;4000-EAG-7;'s Gravelandse Vaartboezem;4000-DGV-16;0;119072;0;1007;28947;90125;119072;;0.00000000000;0.00000000000
3213;2625-EAG-1;;2625-DGV-2;0;183010;0;1007;43046;139964;183010;;0.00000000000;0.00000000000
3194;2400-EAG-4;Ronde Hoep;2400-DGV-8;0;26537;0;1007;10488;16049;26537;;0.00000000000;0.00000000000
3206;4000-EAG-1;'s Gravelandse Vaartboezem;4000-DGV-2;0;80546;0;1007;10950;69596;80546;;0.00000000000;0.00000000000
